airbnb_id,beds,is_rebookable,is_business_travel_ready,is_family_preferred,is_superhost,picture_count,lat,lng,localized_city,localized_neighborhood,name,person_capacity,reviews_count,room_type,space_type,star_rating,can_instant_book,monthly_price_factor,rate_amount,rate_amount_formatted,rate_amount_micros,rate_currency,weekly_price_factor,state
2265,2,0,0,0,0,19,30.27588926,-97.71515615,Austin,,Zen-East in the Heart of Austin,4,20,Entire home/apt,Entire house,4.5,0,1,200,$200 ,,USD,0.89,TX
5245,1,0,0,0,0,17,30.27740604,-97.71492845,Austin,,"Green, Colorful, Clean &  Cozy home",2,8,Private room,Private room,4.5,0,1,125,$125 ,,USD,1,TX
5456,2,0,0,1,1,16,30.26111595,-97.73448284,Austin,East Downtown,"Walk to 6th, Rainey St and Convention Ctr",3,409,Entire home/apt,Entire apartment,5,0,1,95,$95 ,,USD,1,TX
5769,1,0,0,0,1,20,30.45596396,-97.78370172,Austin,SW Williamson Co.,NW Austin Room,2,211,Private room,Private room,5,0,1,40,$40 ,,USD,1,TX
6413,1,0,0,0,1,14,30.24829103,-97.73726198,Austin,Travis Heights,Gem of a Studio near Downtown,2,65,Entire home/apt,Entire apartment,5,0,0.6,99,$99 ,,USD,1,TX
6448,2,0,1,0,0,16,30.26027322,-97.76502893,Austin,Zilker,Secluded Studio in 78704 (Zilker),3,160,Entire home/apt,Entire apartment,5,1,0.5,129,$129 ,,USD,0.82,TX
8502,1,0,0,0,0,14,30.23615745,-97.73682307,Austin,East Riverside,Woodland Studio Lodging,2,43,Entire home/apt,Entire apartment,4.5,0,0.75,40,$40 ,,USD,0.9,TX
14765,4,0,1,0,0,19,30.25015001,-97.74190244,Austin,Travis Heights,Discount Dec 11-27 Travis Hghts-walk to SoCo/Dwtn,5,29,Entire home/apt,Entire house,4.5,0,0.42,230,$230 ,,USD,0.8,TX
21120,1,0,0,0,1,43,30.17016456,-97.75695392,Austin,McKinney,South Austin Oasis of Relaxation,2,73,Private room,Private room,5,0,0.43,55,$55 ,,USD,0.73,TX
21145,3,0,1,0,1,15,30.29404363,-97.74706118,Austin,,"Central, Pet Friendly, Wifi, Private Pool and Spa",6,18,Entire home/apt,Entire house,5,0,0.39,200,$200 ,,USD,0.85,TX
22982,3,0,0,1,1,12,30.28027348,-97.75595562,Austin,Clarksville,Private Clarksville $120/night,6,73,Entire home/apt,Entire apartment,5,0,0.49,90,$90 ,,USD,0.85,TX
27632,1,0,0,0,1,14,30.27722481,-97.76087567,Austin,Old West Austin,Clarksville Condo - Minutes to DT!,2,81,Entire home/apt,Entire condominium,5,1,1,125,$125 ,,USD,1,TX
33419,4,0,0,1,1,17,30.2407848,-97.77498333,Austin,South Lamar,Spacious SOLA home,6,82,Entire home/apt,Entire house,5,0,0.7,80,$80 ,,USD,0.84,TX
37324,1,0,0,0,0,2,30.43029583,-97.69124916,Austin,Scofield Ridge,furnished bedroom and full bath,1,17,Private room,Private room,5,1,0.45,35,$35 ,,USD,0.7,TX
39993,1,0,0,0,1,21,30.29995525,-97.77832324,Austin,Tarrytown,Tiny Tarrytown Apartment,2,2,Entire home/apt,Entire house,,0,1,69,$69 ,,USD,1,TX
47559,7,0,0,0,1,56,30.25125406,-97.74241662,Austin,,3/2 House On Boardwalk w/Bikes!,9,41,Entire home/apt,Entire house,5,0,1,299,$299 ,,USD,1,TX
47572,1,0,0,0,0,16,30.37641321,-97.70925518,Austin,,Harmonious Room for Rent  N. Austin,1,0,Private room,Private room,,0,0.5,100,$100 ,,USD,0.75,TX
50310,2,0,0,0,1,20,30.20093206,-97.7531802,Austin,McKinney,Super Hip South Austin Studio,3,171,Private room,Private room,5,0,0.74,40,$40 ,,USD,0.98,TX
50334,2,0,0,0,0,5,30.28154171,-97.75806743,Austin,,Villa in Central Austin for ACL!,2,3,Entire home/apt,Entire guesthouse,5,0,1,300,$300 ,,USD,1,TX
51100,3,0,0,0,0,7,30.2818764,-97.76412825,Austin,Clarksville,Walking distance to ACL,6,1,Entire home/apt,Entire house,,0,1,1000,"$1,000 ",,USD,1,TX
52874,2,0,0,0,0,22,30.24764207,-97.74960174,Austin,,"Charming Studio South Austin,Tx.",2,23,Entire home/apt,Entire apartment,4.5,1,1,135,$135 ,,USD,1,TX
56690,1,0,0,0,1,21,30.24659023,-97.75137957,Austin,,STUDIO IN SOCO.  BEST LOCATION!,2,124,Entire home/apt,Entire apartment,5,0,0.71,145,$145 ,,USD,1,TX
57187,3,0,0,1,1,32,30.2559594,-97.76866253,Austin,Zilker,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",6,428,Entire home/apt,Entire guesthouse,5,0,1,99,$99 ,,USD,1,TX
68130,1,0,0,1,1,14,30.31170902,-97.72455294,Austin,Hyde Park,Hyde Park Flat - Bamboo Floors,4,310,Entire home/apt,Entire apartment,5,1,0.79,51,$51 ,,USD,0.99,TX
68816,6,0,0,0,0,22,30.16088279,-97.7796367,Austin,McKinney,GREAT HOME COMFORTABLE & CONVENIENT,10,16,Entire home/apt,Entire house,4.5,1,0.54,269,$269 ,,USD,0.8,TX
69303,2,0,1,0,1,28,30.26070211,-97.77194317,Austin,Barton Hills,"Huge Zilker Park Townhome-Colorful, Fun Location",4,27,Entire home/apt,Entire townhouse,5,1,0.6,145,$145 ,,USD,0.79,TX
69352,1,0,0,0,0,33,30.25775381,-97.76354069,Austin,Zilker,Enchanting Zilker Cottage~Downtown,2,368,Entire home/apt,Entire house,5,0,1,89,$89 ,,USD,1,TX
69810,1,0,1,0,1,22,30.23151672,-97.76433618,Austin,Dawson,Cozy Casita Near Downtown Between SoCo & SoFirst,2,288,Entire home/apt,Entire house,5,0,0.45,109,$109 ,,USD,0.9,TX
70258,2,0,0,0,0,35,30.23616149,-97.76446054,Austin,Galindo,South 1st Garage Apartment - Ideally Central,4,5,Entire home/apt,Entire guesthouse,5,0,0.7,115,$115 ,,USD,0.95,TX
72015,1,0,0,0,0,10,30.37662228,-97.70799877,Austin,,Harmonious Room Rental in NW Austin,1,0,Private room,Private room,,0,0.75,49,$49 ,,USD,0.8,TX
72318,1,0,0,0,1,29,30.25262891,-97.77882688,Austin,,Kingsize Bedroom w Balcony!,2,35,Private room,Private room,5,0,1,85,$85 ,,USD,1,TX
72833,1,0,1,0,1,17,30.31194074,-97.75131244,Austin,,Central Cottage with bikes!,2,246,Entire home/apt,Entire guesthouse,5,0,1,85,$85 ,,USD,1,TX
73005,3,0,1,0,0,15,30.41560135,-97.73064231,Austin,,3BR Convenient Gated Townhome!,6,19,Entire home/apt,Entire house,5,0,0.42,230,$230 ,,USD,0.85,TX
73898,2,0,0,0,0,6,30.20857421,-97.85672911,Austin,Cherry Creek,Close to everything !! Good music!!,3,24,Private room,Private room,4.5,1,1,70,$70 ,,USD,1,TX
74318,1,0,0,0,0,5,30.24421869,-97.77884763,Austin,South Lamar,Private Guest House 78704,2,166,Entire home/apt,Entire house,5,0,0.4,90,$90 ,,USD,1,TX
74716,1,0,0,0,0,16,30.27656301,-97.72165675,Austin,East Downtown,Welcoming East Austin Guest Suite,4,69,Private room,Private room,5,1,0.7,75,$75 ,,USD,0.82,TX
74742,1,0,0,0,0,12,30.23041743,-97.78255762,Austin,South Lamar,Large private room,2,3,Private room,Private room,5,1,0.76,70,$70 ,,USD,0.83,TX
74946,2,0,0,0,0,9,30.30912772,-97.71798762,Austin,Hancock,Hyde Park Bungalow - Bikes & Piano!,2,14,Private room,Private room,4.5,0,1,60,$60 ,,USD,0.92,TX
75174,2,0,0,0,1,14,30.24772803,-97.72584018,Austin,Holly,South Shore Condo on Lady Bird Lake,3,187,Entire home/apt,Entire apartment,5,1,0.45,100,$100 ,,USD,0.91,TX
75957,1,0,1,1,1,12,30.29186673,-97.76823869,Austin,Tarrytown,PRIVATE COTTAGE APT-Central Austin,4,208,Entire home/apt,Entire house,5,0,1,115,$115 ,,USD,0.99,TX
76309,1,0,0,0,1,54,30.219188,-97.79000806,Austin,South Manchaca,"Quiet Traveler's Retreat on Greenspace, 4 mi to DT",2,79,Private room,Private room,5,0,0.8,60,$60 ,,USD,0.95,TX
76328,1,0,0,0,1,48,30.21872783,-97.790627,Austin,South Manchaca,"South Austin Charmer on Greenspace, 4 miles to DT",2,81,Private room,Private room,5,0,0.75,60,$60 ,,USD,0.9,TX
76391,4,0,0,0,0,25,30.30709743,-97.73045891,Austin,Hyde Park,3700 ft2 brand new Mueller Home,8,4,Entire home/apt,Entire house,5,0,1,850,$850 ,,USD,1,TX
76497,2,0,1,1,1,43,30.28150715,-97.76936176,Austin,West Austin,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,4,125,Entire home/apt,Entire house,5,1,0.64,152,$152 ,,USD,0.81,TX
76911,12,0,1,0,1,39,30.26775359,-97.72695439,Austin,East Downtown,"Architecture of Luxury, an EastSide Sanctuary",12,63,Entire home/apt,Entire house,5,1,0.57,750,$750 ,,USD,0.76,TX
76987,4,0,0,0,0,1,30.21178154,-97.80893126,Austin,,Master Bedroom for Rent,5,0,Private room,Private room,,0,1,75,$75 ,,USD,1,TX
77162,1,0,0,0,0,17,30.2721668,-97.74890791,Austin,,Quiet house downtown on 9th street!,2,7,Entire home/apt,Entire house,4,0,1,350,$350 ,,USD,1,TX
77176,2,0,0,0,0,28,30.29934009,-97.74347025,Austin,,West Campus Beauty on Washington Sq,4,3,Entire home/apt,Entire house,5,0,0.7,700,$700 ,,USD,0.92,TX
77347,1,0,0,0,0,2,30.33936956,-97.88115686,Austin,Steiner Ranch,Room or rooms ,2,0,Private room,Private room,,0,1,100,$100 ,,USD,0.9,TX
77635,3,0,0,0,0,32,30.25176547,-97.77887625,Austin,Zilker,"Retro 60's Home,Walk to Zilker,Yard",6,9,Entire home/apt,Entire house,4.5,0,0.61,199,$199 ,,USD,0.87,TX
77639,3,0,0,0,0,17,30.25003443,-97.77859168,Austin,Zilker,Sweet South Austin Spot,6,9,Entire home/apt,Entire house,4.5,0,0.39,250,$250 ,,USD,0.53,TX
77915,4,0,0,0,0,39,30.26050289,-97.78197095,Austin,Barton Hills,Spacious Relaxing Retreat in Zilker/Barton Hills,8,1,Entire home/apt,Entire house,,1,0.67,425,$425 ,,USD,0.79,TX
77998,1,0,0,0,0,13,30.25922673,-97.66815482,Austin,MLK & 183,ENTIRE Second Story in Home with River Access!!!,1,1,Private room,Private room,,0,1,60,$60 ,,USD,1,TX
78035,4,0,0,0,1,21,30.25480283,-97.76731514,Austin,,Modern Gem featured by Dwell. Pool + HotTub.,6,17,Entire home/apt,Entire house,5,0,0.75,750,$750 ,,USD,0.9,TX
78127,3,0,0,0,0,28,30.27509767,-97.74817311,Austin,,*Walking Gem* ENTIRE Downtown 3-4 Bedroom House,6,3,Entire home/apt,Entire house,4.5,0,0.9,900,$900 ,,USD,1,TX
78242,5,0,0,0,0,8,30.22132344,-97.80993321,Austin,,Huge house for SXSW,10,0,Entire home/apt,Entire house,,0,1,250,$250 ,,USD,1,TX
78422,2,0,0,0,0,5,30.27417387,-97.71182699,Austin,,Living the Dream on Richardine,2,1,Private room,Private room,,0,1,50,$50 ,,USD,1,TX
78584,2,0,1,0,0,29,30.26277638,-97.73529236,Austin,East Downtown,East 2nd Street Charmer!,6,53,Entire home/apt,Entire house,5,0,0.75,222,$222 ,,USD,0.85,TX
78731,2,0,0,0,1,22,30.26983514,-97.72874108,Austin,East Downtown,Beautiful East Austin House,2,74,Private room,Private room,5,0,1,85,$85 ,,USD,0.84,TX
78749,1,0,0,0,0,16,30.2706586,-97.74140398,Austin,Downtown,"Luxury Downtown Condo, Walk to Everything!",2,6,Entire home/apt,Entire apartment,5,0,0.7,209,$209 ,,USD,0.85,TX
78757,1,0,0,0,1,37,30.24715959,-97.78199687,Austin,Barton Hills,Nice Room Great House near Zilker,2,70,Private room,Private room,5,0,1,65,$65 ,,USD,1,TX
78831,1,0,0,0,1,40,30.31261551,-97.72543194,Austin,Hyde Park,Cool Hyde Park efficiency apartment,2,252,Entire home/apt,Entire in-law,5,0,0.7,109,$109 ,,USD,0.85,TX
78884,0,0,0,0,1,13,30.26087734,-97.7743766,Austin,Barton Hills,Beautiful Zilker Park Condo - Walk to Austin's Musical Events and Lady Bird Lake,3,45,Entire home/apt,Entire condominium,5,1,1,89,$89 ,,USD,1,TX
78898,1,0,0,0,1,11,30.25126056,-97.77172821,Austin,Zilker,South Austin studio guest house,2,168,Entire home/apt,Entire guesthouse,5,0,1,90,$90 ,,USD,0.9,TX
78974,1,0,0,0,1,15,30.23915637,-97.76487354,Austin,Galindo,78704 Detached Garden  Cottage,2,368,Entire home/apt,Entire apartment,5,0,1,75,$75 ,,USD,1,TX
78993,4,0,0,0,0,12,30.32787483,-97.75442357,Austin,Allendale,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,5,3,Entire home/apt,Entire house,5,1,0.6,325,$325 ,,USD,0.95,TX
79086,6,0,0,0,0,25,30.25687164,-97.78592642,Austin,,On the Barton Creek Greenbelt Trail,7,3,Entire home/apt,Entire house,5,0,0.7,225,$225 ,,USD,0.85,TX
79100,1,0,0,0,0,20,30.30854628,-97.6957324,Austin,,Poolside Glass Casita/Close to Mueller Park,2,13,Entire home/apt,Entire house,5,0,0.47,99,$99 ,,USD,0.99,TX
79335,2,0,0,0,0,24,30.25481445,-97.77059404,Austin,Zilker,2BR Modern Zilker Duplex - Unit A,4,43,Entire home/apt,Entire townhouse,5,0,1,229,$229 ,,USD,1,TX
79603,2,0,0,0,0,25,30.25010926,-97.76096031,Austin,, Beautiful Bouldin Cottage - 78704,4,68,Entire home/apt,Entire house,4.5,0,1,199,$199 ,,USD,0.67,TX
80189,1,0,0,0,0,23,30.21434766,-97.81570578,Austin,,Your home away from home in Austin!,2,17,Private room,Private room,5,1,1,49,$49 ,,USD,0.85,TX
80494,5,0,0,0,0,10,30.18488024,-97.83152173,Austin,Cherry Creek,SUMMER RENTAL!! 3BR/2BA in South Austin,11,6,Entire home/apt,Entire house,4.5,0,0.4,100,$100 ,,USD,0.9,TX
83643,1,0,0,0,1,25,30.32373088,-97.7162942,Austin,Highland,Fun Central Austin Convenience,2,137,Private room,Private room,5,0,1,41,$41 ,,USD,1,TX
84771,1,0,0,0,0,6,30.29268783,-97.74344922,Austin,West Campus,Campus Retreat,4,8,Entire home/apt,Entire condominium,4.5,1,0.55,100,$100 ,,USD,0.8,TX
85997,1,0,0,0,0,13,30.27462068,-97.70491159,Austin,,Cozy Room In Cozy Central East House,2,3,Private room,Private room,4,0,0.4,175,$175 ,,USD,0.5,TX
89475,6,0,1,0,1,45,30.35668966,-97.72657752,Austin,Wooten,4 Bed Contemporary w/2 Living Rooms,8,47,Entire home/apt,Entire house,5,0,0.6,199,$199 ,,USD,0.8,TX
104386,3,0,0,0,1,25,30.24163755,-97.76072246,Austin,,South Austin Cottage 78704 - 2BR,4,114,Entire home/apt,Entire house,5,0,1,155,$155 ,,USD,1,TX
113779,2,0,0,0,1,31,30.30326258,-97.73057309,Austin,Hyde Park,Spacious 1BR w/ Office in Hyde Park,2,42,Entire home/apt,Entire house,5,0,0.6,119,$119 ,,USD,0.9,TX
120230,1,0,0,0,1,20,30.25232348,-97.77230886,Austin,Zilker,Darling Condo Near Zilker Park,3,124,Entire home/apt,Entire apartment,5,0,0.5,99,$99 ,,USD,0.9,TX
126451,1,0,0,0,0,29,30.29862402,-97.74571371,Austin,,Spacious Central Austin Oasis,2,0,Entire home/apt,Entire house,,0,1,150,$150 ,,USD,1,TX
128326,5,0,1,1,0,42,30.24394935,-98.00243687,Austin,,Austin City Limits-by Preserve! Low winter rates!,6,18,Entire home/apt,Entire house,5,0,0.65,295,$295 ,,USD,0.9,TX
140474,3,0,0,0,1,30,30.30226385,-97.73142564,Austin,Hyde Park,Historic Hyde Park Home By Downtown,4,33,Entire home/apt,Entire house,5,0,0.61,136,$136 ,,USD,0.83,TX
140504,2,0,0,0,1,29,30.30376242,-97.72958666,Austin,,1915 Home w/1BR With Modern Flare,2,28,Entire home/apt,Entire house,5,0,0.6,119,$119 ,,USD,0.9,TX
140561,6,0,0,0,0,27,30.16126629,-97.78430104,Austin,McKinney,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,10,11,Entire home/apt,Entire house,5,1,0.58,289,$289 ,,USD,0.8,TX
140651,5,0,1,0,0,24,30.24647469,-97.74269378,Austin,Travis Heights,4BR/2BA Sleeps 12 Walk to Soco,8,21,Entire home/apt,Entire house,5,0,1,574,$574 ,,USD,1,TX
141550,1,0,0,0,1,27,30.25581961,-97.7270909,Austin,East Downtown,"Sweet, Sexy Studio in the '02",2,272,Entire home/apt,Entire house,5,1,1,107,$107 ,,USD,1,TX
145210,1,0,1,0,0,25,30.30218748,-97.74142738,Austin,University of Texas,Maiden Lane Guesthouse,3,108,Entire home/apt,Entire house,5,0,0.6,129,$129 ,,USD,0.81,TX
154103,4,0,0,0,0,20,30.25149969,-97.78205851,Austin,Barton Hills,"4 BDR Home Ideal for SXSW, F1, ACL",8,11,Entire home/apt,Entire house,5,0,0.56,373,$373 ,,USD,0.88,TX
158398,6,0,0,0,0,24,30.25098698,-97.78502218,Austin,,"Newly remodeled, SXSW 2018 available now!",7,9,Entire home/apt,Entire house,5,0,0.52,550,$550 ,,USD,0.9,TX
166561,1,0,0,0,0,29,30.24153578,-97.76121073,Austin,Galindo,SOCO ItZ bitZ Bungalow ,2,286,Entire home/apt,Entire house,5,0,1,69,$69 ,,USD,1,TX
174023,5,0,0,0,0,16,30.16373531,-97.78163059,Austin,McKinney,GREAT HOME INVITING & SPACIOUS ATX,10,12,Entire home/apt,Entire house,4.5,1,0.49,269,$269 ,,USD,0.78,TX
174828,6,0,1,0,1,16,30.33106537,-97.71419703,Austin,Highland,4bd/2ba Central Austin Retreat,10,199,Entire home/apt,Entire house,5,1,1,375,$375 ,,USD,1,TX
179885,2,0,0,0,0,16,30.23910344,-97.77191849,Austin,,Hip Two Bedroom Home in 78704 ,6,3,Entire home/apt,Entire house,4.5,0,1,700,$700 ,,USD,1,TX
182509,8,0,0,0,0,24,30.26632449,-97.70023838,Austin,,4 Bdrm East Austin Urban Home *Perfect for SXSW,10,3,Entire home/apt,Entire house,5,0,1,100,$100 ,,USD,0.63,TX
183269,2,0,0,0,0,19,30.26922968,-97.71297317,Austin,,"Fun East Austin Home for ACL, SXSW!",3,14,Entire home/apt,Entire house,5,0,1,200,$200 ,,USD,1,TX
191719,4,0,1,0,0,40,30.25784322,-97.76114147,Austin,Zilker,2b/2b amazing downtown Austin oasis,6,126,Entire home/apt,Entire house,5,0,1,269,$269 ,,USD,0.85,TX
195674,6,0,0,0,0,20,30.25835884,-97.76723294,Austin,Zilker,Walking distance to Zilker Park- sleeps 4-10,12,19,Entire home/apt,Entire house,5,0,1,775,$775 ,,USD,0.94,TX
200346,3,0,1,0,0,21,30.24787488,-97.7449207,Austin,Travis Heights,South Congress Modern Retreat ??????,4,7,Entire home/apt,Entire house,5,0,0.5,440,$440 ,,USD,0.9,TX
202187,1,0,0,1,1,20,30.24776097,-97.74527209,Austin,Travis Heights,South Congress Studio Apartment,2,496,Entire home/apt,Entire apartment,5,1,1,95,$95 ,,USD,0.89,TX
207054,2,0,0,0,0,28,30.24593863,-97.7313017,Austin,East Riverside,2BR Stylish Home 1 Mile to Downtown & Town Lake,5,62,Entire home/apt,Entire house,5,1,0.85,135,$135 ,,USD,0.9,TX
208897,6,0,1,0,0,20,30.26350417,-97.70097323,Austin,Govalle,"Light, fresh, East Austin home",9,13,Entire home/apt,Entire house,5,1,0.6,90,$90 ,,USD,0.9,TX
219168,1,0,0,0,0,7,30.24459045,-97.74599967,Austin,,SOCO Living,2,8,Entire home/apt,Entire apartment,5,0,1,250,$250 ,,USD,1,TX
219202,2,0,1,0,1,20,30.25665516,-97.72745621,Austin,East Downtown,Quiet Bungalow- short walk downtown,2,197,Entire home/apt,Entire house,5,0,0.62,145,$145 ,,USD,0.8,TX
221348,1,0,0,0,0,27,30.24306667,-97.73332447,Austin,East Riverside,Beautiful Private Artist Studio Overlooking Dwntwn,4,75,Entire home/apt,Entire apartment,4.5,0,0.71,95,$95 ,,USD,0.98,TX
223230,5,0,0,1,1,23,30.32886392,-97.71424687,Austin,,ACL House on Metro Rail!,8,66,Entire home/apt,Entire house,5,0,1,139,$139 ,,USD,1,TX
224603,1,0,1,0,1,9,30.30787789,-97.7267936,Austin,Hyde Park,Modern Studio Loft,3,102,Entire home/apt,Entire loft,5,0,0.42,94,$94 ,,USD,0.78,TX
227372,2,0,1,0,1,26,30.2484596,-97.75076711,Austin,South Congress,Allens Boots Loft on South Congress,5,102,Entire home/apt,Entire apartment,5,0,0.79,295,$295 ,,USD,0.86,TX
230976,1,0,0,0,1,18,30.17029858,-97.96974242,Austin,,Huge Room - Beautiful View on 5 acres - King Bed,3,44,Private room,Private room,5,1,0.5,79,$79 ,,USD,0.8,TX
233930,2,0,0,0,1,35,30.30270609,-97.73122861,Austin,Hyde Park,The Treehouse 1930's Hyde Park Home,4,36,Entire home/apt,Entire house,5,0,0.62,159,$159 ,,USD,0.81,TX
234194,1,0,0,0,1,14,30.17251831,-97.97365502,Austin,,Beautiful Room on 5 acres,2,31,Private room,Private room,5,1,0.49,59,$59 ,,USD,0.84,TX
238657,2,0,1,0,0,26,30.25367621,-97.75669781,Austin,Bouldin Creek,Hill House in Wonderful Bouldin!,6,41,Entire home/apt,Entire house,5,1,0.64,185,$185 ,,USD,0.94,TX
244785,2,0,0,0,1,18,30.27917011,-97.71563949,Austin,East Downtown,Tranquil East Austin Guesthouse: Autumn is Here!,4,426,Entire home/apt,Entire house,5,0,0.8,90,$90 ,,USD,0.9,TX
259845,1,0,0,0,1,24,30.27170451,-97.71703811,Austin,Rosewood,East Side Brand new! Close UT-DownT,2,39,Private room,Private room,5,1,1,65,$65 ,,USD,0.81,TX
271052,2,0,0,0,0,22,30.25308525,-97.77375403,Austin,Zilker,Clean & Comfy South Austin Condo!,4,17,Entire home/apt,Entire apartment,5,0,1,350,$350 ,,USD,1,TX
273064,3,0,0,0,0,22,30.2395388,-97.73587859,Austin,,Home for the Holidays!  Rooftop Deck w/ View,7,1,Entire home/apt,Entire house,,1,1,275,$275 ,,USD,1,TX
276522,2,0,1,0,1,24,30.25232449,-97.77485365,Austin,,Cozy Zilker Condo,4,223,Entire home/apt,Entire condominium,5,0,0.75,100,$100 ,,USD,0.85,TX
281182,3,0,0,0,0,15,30.28091161,-97.70808602,Austin,Rosewood,Great House 1 block from Metro Rail,10,16,Entire home/apt,Entire house,5,0,0.37,375,$375 ,,USD,1,TX
286029,3,0,1,1,0,21,30.25863522,-97.75981264,Austin,Zilker,Vintage Modern Home - VERY Central!,6,130,Entire home/apt,Entire house,5,0,0.52,204,$204 ,,USD,1,TX
287303,6,0,0,0,0,13,30.18028851,-97.76979793,Austin,McKinney,"NICE HOME 3 BR BUDGETARY 
CLOSE TO DOWNTOWN AUSTIN",8,16,Entire home/apt,Entire house,4.5,1,0.63,169,$169 ,,USD,0.9,TX
295275,3,0,1,0,1,33,30.18843521,-97.78974968,Austin,West Congress,Stylish 3/2/2 with large backyard,8,46,Entire home/apt,Entire house,5,0,0.5,200,$200 ,,USD,0.75,TX
296286,3,0,0,0,0,12,30.26436378,-97.72853341,Austin,East Downtown,Charming and Budget Friendly - Best Location!,5,301,Entire home/apt,Entire apartment,4.5,0,1,120,$120 ,,USD,1,TX
300574,3,0,1,0,1,42,30.25720798,-97.75563316,Austin,Bouldin Creek,Hip Retro Groovy LOFT South Austin Style,4,235,Entire home/apt,Entire loft,5,0,0.74,124,$124 ,,USD,1,TX
301701,1,0,0,0,0,7,30.41396289,-97.75982768,Austin,,Super Comfortable Room1 Scenic Area,2,1,Private room,Private room,,1,0.83,79,$79 ,,USD,0.9,TX
304808,1,0,0,0,1,16,30.27447701,-97.72692243,Austin,East Downtown,Spanish Hacienda mile from downtown,2,197,Private room,Private room,5,0,0.65,62,$62 ,,USD,0.85,TX
304866,3,0,0,0,0,20,30.2094811,-97.76969198,Austin,East Congress,Big cute clean Casita in SxSAustin!,4,77,Entire home/apt,Entire camper/RV,5,0,1,65,$65 ,,USD,1,TX
310199,1,0,0,0,0,4,30.35490497,-97.705486,Austin,Georgian Acres,Cute efficiency for SXSW!,2,0,Private room,Private room,,0,1,100,$100 ,,USD,1,TX
313400,5,0,0,0,0,22,30.25304101,-97.76884583,Austin,Zilker,Luxury Modern Home in Zilker,12,6,Entire home/apt,Entire house,5,1,1,1000,"$1,000 ",,USD,1,TX
313973,1,0,0,0,1,36,30.25190568,-97.78115707,Austin,Barton Hills,Barton Hills Man Cave Very Private,2,22,Private room,Private room,5,0,1,89,$89 ,,USD,1,TX
314152,,0,0,0,0,2,30.35874644,-97.79549958,Austin,,2 bdrm Condo at  360 Bridge,4,0,Entire home/apt,Entire apartment,,0,1,350,$350 ,,USD,1,TX
315239,3,0,0,0,0,15,30.21350301,-97.78090055,Austin,South Manchaca,Very convenient for SxSW,6,2,Entire home/apt,Entire house,,0,1,600,$600 ,,USD,1,TX
315328,2,0,0,0,0,9,30.27492727,-97.74612498,Austin,Downtown,Downtown Housing for SXSW and F1,4,2,Entire home/apt,Entire apartment,,0,1,800,$800 ,,USD,1,TX
316885,1,0,0,0,0,9,30.41401164,-97.76193895,Austin,,Coming home Master Bedroom,3,3,Private room,Private room,4.5,1,1,125,$125 ,,USD,0.79,TX
316886,1,0,0,0,0,5,30.41468885,-97.76042002,Austin,,Ture sanctuary for comfort & peace,2,1,Private room,Private room,,0,0.5,79,$79 ,,USD,0.76,TX
317148,3,0,0,0,0,21,30.26763935,-97.70976261,Austin,Rosewood,Amazing Artisan East Austin Home,6,24,Entire home/apt,Entire house,5,0,0.8,250,$250 ,,USD,0.9,TX
319759,9,0,1,0,1,27,30.26480482,-97.73428326,Austin,East Downtown,Swanky Townhome on 6th Street!!,16,158,Entire home/apt,Entire house,5,1,1,1350,"$1,350 ",,USD,1,TX
319887,3,0,0,0,0,8,30.25392354,-97.72877407,Austin,,Quaint East Austin 2BR SXSW 2016,5,2,Entire home/apt,Entire house,,0,1,650,$650 ,,USD,0.9,TX
319894,3,0,0,0,1,11,30.28413356,-97.64926704,Austin,,The Perfect Modern Austin Home,6,9,Entire home/apt,Entire house,5,1,0.74,289,$289 ,,USD,0.94,TX
319958,2,0,0,0,0,18,30.3587187,-97.72416208,Austin,,ACL!! 3BR/2BA Perfect Location!,8,1,Entire home/apt,Entire house,,0,0.3,750,$750 ,,USD,0.76,TX
320161,1,0,0,0,0,15,30.16203996,-97.73744485,Austin,McKinney,Country Road Room 5,1,9,Private room,Private room,5,1,0.5,55,$55 ,,USD,0.85,TX
320435,7,0,0,0,0,32,30.35228768,-97.6945448,Austin,Georgian Acres,Amazing Urban Hideaway for SXSW!,10,4,Entire home/apt,Entire house,5,1,1,625,$625 ,,USD,1,TX
320466,5,0,0,0,0,38,30.26335418,-97.71587592,Austin,East Downtown,3BR/2.5BA EASTSIDE MARVEL! Book Summer Specials!,10,66,Entire home/apt,Entire house,4.5,0,1,275,$275 ,,USD,1,TX
321069,3,0,0,0,0,15,30.25401703,-97.77736143,Austin,,SXSW Zilker Mid-Century Mod 3-2 ,6,0,Entire home/apt,Entire house,,0,0.85,750,$750 ,,USD,0.95,TX
321636,1,0,0,0,1,19,30.27752338,-97.71919076,Austin,East Downtown,Chic 1953 Spartanette Guesthouse,3,286,Entire home/apt,Entire place,5,0,0.85,95,$95 ,,USD,0.85,TX
321675,5,0,0,0,0,48,30.24924066,-97.78931976,Austin,,3/2 House w/ Pool in Barton Hills,8,13,Entire home/apt,Entire house,5,0,1,500,$500 ,,USD,1,TX
